S,0,1,2,3,4,5,6,7,8,9,10
4845,0,1,1,2,2,3,3,4,3,2,2
4846,0,1,2,2,3,3,4,4,4,4,3
4847,0,1,1,3,3,4,4,4,4,4,4
4848,0,1,3,3,4,4,4,4,4,4,3
4849,0,1,1,2,3,3,4,4,4,3,3
4850,0,1,1,2,3,4,4,4,5,5,4
4851,0,1,1,2,2,2,2,2,3,2,3
4852,0,1,1,3,4,4,4,5,4,4,4
4853,0,1,1,2,3,3,4,4,4,4,3
4854,0,1,0,2,2,3,4,4,4,3,2
4855,0,1,2,2,3,4,4,4,4,4,4
4856,0,1,1,3,2,4,4,4,4,3,2
4857,0,1,1,2,2,4,4,4,4,3,3
4858,0,1,1,2,3,4,4,3,4,3,3
4859,0,1,2,3,4,4,4,4,4,4,4
4860,0,1,2,3,4,4,4,4,4,4,3
4861,0,1,1,2,1,2,2,2,2,2,1
4862,0,1,1,2,3,4,4,4,4,3,3
4863,0,1,1,2,3,3,3,3,3,3,2
4864,0,1,1,3,4,4,5,5,4,4,4
4865,0,1,1,1,3,4,4,4,5,4,4
4866,0,1,2,2,3,4,4,4,4,4,4
4867,0,1,1,1,2,2,4,4,3,3,4
4868,0,1,1,1,2,3,4,4,4,4,4
4869,0,1,1,1,2,3,3,3,3,1,1
4870,0,1,1,2,3,3,4,4,4,3,3
4871,0,1,1,3,4,3,3,4,4,3,3
4872,0,1,2,2,3,3,3,3,3,2,3
4873,0,1,1,1,2,2,3,2,2,2,2
4874,0,1,1,2,2,1,2,2,1,1,1
4875,0,1,2,3,3,3,3,2,1,0,0
4876,0,1,2,2,4,4,5,4,4,4,4
4877,0,1,1,2,2,2,3,4,3,3,3
4878,0,1,1,2,2,3,4,3,3,3,3
4879,0,1,1,3,4,4,4,4,4,4,4
4880,0,1,1,2,2,2,2,1,1,1,1
4881,0,1,1,2,3,4,4,4,4,4,4
4882,0,1,1,1,2,2,3,3,3,4,4
4883,0,1,2,2,3,4,4,4,4,4,4
4884,0,1,1,2,2,1,1,0,1,0,0
4885,0,1,1,2,3,4,4,3,3,3,3
4886,0,1,2,3,3,3,4,3,3,3,3
4887,0,1,1,3,3,3,4,3,3,2,2
4888,0,1,1,1,3,3,4,4,4,4,4
4889,0,1,2,3,4,4,5,4,4,4,4
4890,0,1,1,1,2,2,3,2,2,2,2
4891,0,1,1,2,3,3,4,3,3,4,3
4892,0,1,1,1,1,1,2,2,1,1,1
4893,0,1,2,4,4,4,5,4,4,4,4
4894,0,1,1,1,2,2,3,3,3,3,2
4895,0,1,1,2,1,2,2,2,2,2,1
4896,0,1,2,3,4,5,5,5,5,4,4
4897,0,1,1,2,3,4,5,4,4,3,3
4898,0,1,1,1,2,3,3,3,4,3,3
4899,0,1,2,3,3,4,4,4,3,3,2
4900,0,1,1,2,2,2,2,2,2,1,2
4901,0,1,1,1,3,3,3,3,3,3,3
4902,0,1,1,2,2,3,3,3,3,2,1
4903,0,1,1,2,3,4,4,4,4,3,3
4904,0,1,1,3,3,3,4,4,4,3,2
4905,0,1,1,2,2,2,3,3,3,3,3
4906,0,1,1,1,2,3,3,2,1,1,1
4907,0,1,3,3,4,4,4,4,4,4,3
4908,0,1,1,3,4,4,5,5,4,4,4
4909,0,1,2,2,3,3,2,3,2,1,1
4910,0,1,1,2,3,3,3,3,3,2,3
4911,0,1,1,2,3,4,4,4,4,3,3
4912,0,1,1,2,2,3,3,2,2,2,1
4913,0,1,2,3,2,3,4,4,4,3,3
4914,0,1,1,1,3,3,3,3,3,3,2
4915,0,1,1,2,2,2,1,1,1,0,0
4916,0,1,1,2,3,3,4,4,4,4,3
4917,0,1,1,1,1,0,1,1,0,0,0
4918,0,1,1,2,3,3,3,3,2,3,2
4919,0,1,2,3,3,4,4,4,4,4,4
4920,0,1,1,3,3,4,4,4,4,3,3
4921,0,1,1,2,3,3,4,4,3,3,3
4922,0,1,1,2,3,3,3,3,2,2,1
4923,0,1,1,3,3,3,4,4,3,4,3
4924,0,1,3,4,4,4,4,4,4,4,4
4925,0,1,1,1,2,2,3,3,3,3,3
4926,0,1,1,1,1,1,2,2,2,2,1
4927,0,1,2,3,4,4,4,4,4,4,4
4928,0,1,1,3,3,4,4,3,4,3,2
4929,0,1,1,3,3,3,4,4,4,4,2
4930,0,1,1,2,3,4,4,4,4,4,4
4931,0,1,1,2,2,2,2,1,1,0,0
4932,0,1,1,2,2,3,4,3,3,3,3
4933,0,1,1,3,3,4,4,4,4,4,3
4934,0,1,1,2,3,3,3,3,3,3,3
4935,0,1,1,3,3,2,3,3,3,3,2
4936,0,1,1,3,2,3,4,4,3,3,2
4937,0,1,1,2,3,4,4,4,4,4,4
4938,0,1,1,2,3,3,3,3,4,3,4
4939,0,1,1,3,3,4,4,4,4,4,4
4940,0,1,1,2,2,3,4,4,4,3,3
4941,0,1,1,1,3,3,4,3,3,3,3
4942,0,1,1,2,2,2,3,3,3,2,2
4943,0,1,1,2,3,4,4,4,3,2,2
4944,0,1,1,2,3,1,2,3,3,3,2
4945,0,1,1,1,2,2,2,2,1,0,1
4946,0,1,2,2,2,2,3,3,3,2,1
4947,0,1,1,1,1,1,1,1,0,0,0
4948,0,1,1,2,3,3,3,4,3,3,3
4949,0,1,1,2,3,3,4,4,4,4,3
4950,0,1,1,1,2,3,4,4,4,3,2
4951,0,1,2,3,3,4,4,4,4,3,3
4952,0,1,1,2,3,4,5,5,4,4,4
4953,0,1,1,2,2,1,2,2,2,1,2
4954,0,1,1,1,1,2,3,3,3,2,1
4955,0,1,2,3,3,4,4,4,4,4,3
4956,0,1,1,3,3,4,4,4,4,4,3
4957,0,1,1,2,2,3,3,3,3,2,1
4958,0,1,1,2,2,3,3,3,3,3,3
4959,0,1,2,3,3,3,3,2,3,3,2
4960,0,1,1,1,3,3,4,4,4,3,3
4961,0,1,0,1,2,1,2,2,1,1,1
4962,0,1,3,3,4,5,5,5,5,5,4
4963,0,1,1,2,2,3,4,4,4,4,3
4964,0,1,2,2,3,4,4,4,4,3,3
4965,0,1,1,3,2,3,3,3,3,2,2
4966,0,1,1,3,3,4,4,4,4,4,4
4967,0,1,1,3,3,4,4,4,3,3,4
4968,0,1,2,3,4,4,5,4,3,2,2
4969,0,1,1,2,3,3,3,3,3,2,2
4970,0,1,1,2,2,1,1,1,1,1,1
4971,0,1,2,3,4,4,5,5,4,4,5
4972,0,1,1,2,2,3,3,3,2,2,1
4973,0,1,1,3,3,4,4,4,3,3,3
4974,0,1,1,2,3,4,3,3,3,2,2
4975,0,1,1,2,3,4,3,3,3,2,1
4976,0,1,1,3,4,5,5,5,5,5,5
4977,0,1,1,3,3,3,4,3,2,2,2
4978,0,1,1,1,2,2,3,3,3,2,1
4979,0,1,1,3,3,3,3,4,4,3,4
4980,0,1,2,2,2,4,4,4,4,3,3
4981,0,1,1,2,1,3,3,2,3,2,3
4982,0,1,1,3,3,4,5,4,4,4,4
4983,0,1,2,3,3,4,4,4,4,3,4
4984,0,1,2,2,3,3,3,2,2,3,2
4985,0,1,1,1,1,3,4,3,4,3,2
4986,0,1,1,1,2,3,3,2,2,2,2
4987,0,1,1,2,2,2,3,3,2,2,3
4988,0,1,1,2,4,4,4,4,4,4,3
4989,0,1,2,3,4,5,5,5,5,4,3
4990,0,1,1,2,3,3,3,3,3,3,3
4991,0,1,2,3,4,4,4,4,4,4,4
4992,0,1,1,2,3,3,3,3,3,2,1
4993,0,1,1,2,2,4,4,5,5,4,5
4994,0,1,2,3,4,4,5,5,5,4,5
4995,0,1,1,2,3,4,4,4,4,4,3
4996,0,1,2,3,3,3,3,3,3,3,2
4997,0,1,1,2,3,3,3,3,4,4,4
4998,0,1,2,2,2,2,2,3,3,2,2
4999,0,1,2,4,3,4,4,3,3,2,3
5000,0,1,1,3,4,4,4,4,4,4,3
5001,0,1,1,2,2,3,3,3,4,4,4
5002,0,1,2,3,3,3,4,4,3,3,3
5003,0,1,2,4,4,4,5,5,5,4,4
5004,0,1,1,2,2,3,3,3,4,4,4
5005,0,1,2,3,4,4,4,3,3,3,3
5006,0,1,1,1,2,1,2,2,3,3,2
5007,0,1,2,4,4,4,4,4,4,4,3
5008,0,1,1,2,3,3,4,4,4,3,3
5009,0,1,1,3,4,4,5,5,4,4,4
5010,0,1,1,2,3,4,4,4,4,4,3
5011,0,1,1,2,2,2,3,4,3,3,3
5012,0,1,1,2,2,2,3,3,3,2,2
5013,0,1,2,3,3,3,3,2,2,1,1
5014,0,1,1,3,3,3,4,4,4,4,4
5015,0,1,1,2,3,4,4,4,4,4,4
5016,0,1,1,2,3,4,4,4,4,3,3
5017,0,1,1,3,3,4,4,4,4,4,5
5018,0,1,1,1,3,3,4,4,3,3,3
5019,0,1,1,2,2,3,4,3,3,3,1
5020,0,1,1,3,3,2,2,2,2,2,2
5021,0,1,1,2,3,3,4,4,4,3,3
5022,0,1,1,2,2,3,4,4,4,4,4
5023,0,1,1,2,2,2,3,2,2,2,1
5024,0,1,1,1,2,2,3,3,3,2,1
5025,0,1,1,2,2,2,3,3,2,1,1
5026,0,1,1,1,2,2,3,3,3,3,1
5027,0,1,1,2,3,4,4,4,4,3,2
5028,0,1,1,2,3,3,4,4,4,4,4
5029,0,1,1,2,3,3,3,3,2,1,2
5030,0,1,1,2,3,3,3,3,3,2,2
5031,0,1,1,1,2,3,3,2,2,2,1
5032,0,1,1,2,3,4,4,4,4,4,4
5033,0,1,1,1,1,2,3,2,2,1,1
5034,0,1,1,2,3,4,4,4,3,3,4
5035,0,1,1,2,2,2,3,3,3,2,2
5036,0,1,2,2,3,3,3,3,2,2,1
5037,0,1,2,2,3,3,3,3,3,3,2
5038,0,1,2,3,3,4,4,4,4,3,3
5039,0,1,1,2,3,4,4,4,3,3,2
5040,0,1,2,3,3,4,4,4,4,4,3
5041,0,1,1,1,3,3,3,3,3,3,3
5042,0,1,2,4,4,5,5,5,5,5,5
5043,0,1,1,2,3,3,3,3,3,3,2
5044,0,1,1,2,2,2,3,3,3,2,2
5045,0,1,2,2,3,4,3,4,3,3,3
5046,0,1,2,3,3,4,4,4,4,4,4
5047,0,1,1,2,3,3,4,3,3,2,2
5048,0,1,1,1,2,3,4,3,3,3,2
5049,0,1,1,1,2,3,4,4,3,3,3
5050,0,1,1,3,2,3,4,4,3,3,3
5051,0,1,1,2,3,3,4,4,3,4,3
5052,0,1,1,2,2,2,3,3,3,2,1
5053,0,1,1,2,2,2,3,2,1,1,1
5054,0,1,2,2,3,3,4,4,2,2,1
5055,0,1,1,3,3,3,3,3,3,1,1
5056,0,1,2,3,2,2,3,3,2,1,1
5057,0,1,2,2,3,4,4,3,3,2,1
5058,0,1,1,3,3,4,4,4,4,4,4
5059,0,1,1,1,1,2,3,2,2,2,2
5060,0,1,1,2,3,4,3,4,4,4,2
5061,0,1,1,1,1,3,3,3,2,2,2
5062,0,1,2,3,3,4,4,4,3,3,3
5063,0,1,1,2,3,4,4,4,4,4,3
5064,0,1,1,1,1,2,2,2,2,1,1
5065,0,1,1,3,4,4,5,4,4,4,3
5066,0,1,2,3,3,2,2,2,1,1,1
5067,0,1,1,1,1,2,3,3,2,1,0
5068,0,1,1,3,3,4,4,4,3,3,2
5069,0,1,1,3,4,4,4,4,4,4,4
5070,0,1,0,1,2,3,3,3,3,3,1
5071,0,1,1,3,3,4,5,4,4,4,3
5072,0,1,1,3,3,3,4,4,3,2,1
5073,0,1,2,3,3,4,4,4,3,3,3
5074,0,1,2,2,3,4,5,5,4,4,4
5075,0,1,1,2,2,3,3,3,3,2,2
5076,0,1,1,1,1,2,3,3,3,2,2
5077,0,1,2,3,4,4,4,4,3,3,3
5078,0,1,2,2,3,3,3,3,3,3,3
5079,0,1,1,2,2,2,3,4,3,2,2
5080,0,1,1,1,1,1,1,1,1,1,1
5081,0,1,1,2,2,2,2,2,2,2,2
5082,0,1,1,2,2,3,3,3,2,2,2
5083,0,1,3,3,3,4,4,4,4,4,4
5084,0,1,2,3,4,4,5,5,5,4,4
5085,0,1,1,3,4,4,5,4,5,4,4
5086,0,1,1,1,2,2,3,2,3,2,1
5087,0,1,1,2,3,4,3,3,3,3,2
5088,0,1,1,2,2,4,4,4,4,4,3
5089,0,1,1,2,3,3,4,4,4,4,3
5090,0,1,1,1,2,2,2,3,2,2,2
5091,0,1,1,3,4,4,4,4,4,4,4
5092,0,1,1,2,3,2,3,3,3,2,1
5093,0,1,1,2,3,4,4,4,4,4,3
5094,0,1,1,2,3,3,3,3,3,2,1
5095,0,1,1,2,2,2,3,2,1,1,1
5096,0,1,1,2,2,3,4,4,3,3,3
5097,0,1,1,2,3,3,3,3,3,3,3
5098,0,1,1,1,2,2,2,1,2,1,1
5099,0,1,0,1,2,3,3,2,2,2,1
5100,0,1,1,1,2,2,3,3,3,3,4
5101,0,1,1,2,3,3,4,3,3,3,2
5102,0,1,2,3,4,3,4,3,3,3,3
5103,0,1,1,2,3,3,3,4,4,3,2
5104,0,1,1,2,3,3,4,4,3,3,2
5105,0,1,1,2,2,3,3,4,4,3,3
5106,0,1,1,1,3,4,4,5,5,4,4
5107,0,1,2,3,4,4,5,5,5,5,5
5108,0,1,1,2,3,4,4,4,3,3,3
5109,0,1,1,2,3,3,3,3,2,2,1
5110,0,1,2,3,3,4,4,4,3,3,3
5111,0,1,1,3,3,5,5,5,5,5,5
5112,0,1,1,2,3,3,4,3,3,3,2
5113,0,1,2,3,4,4,5,4,4,4,4
5114,0,1,1,2,3,4,5,5,5,5,4
5115,0,1,2,3,4,3,3,2,3,2,2
5116,0,1,2,2,3,4,4,4,4,4,4
5117,0,1,1,2,3,4,4,4,4,4,4
5118,0,1,2,2,3,4,4,3,4,3,3
5119,0,1,1,3,3,4,4,4,3,3,3
5120,0,1,1,2,3,3,4,5,4,3,3
5121,0,1,1,2,3,3,4,3,3,2,2
5122,0,1,1,3,3,4,4,4,4,4,3
5123,0,1,1,3,4,4,4,4,4,4,4
5124,0,1,1,2,3,3,4,4,3,3,3
5125,0,1,1,1,2,3,3,2,2,1,1
5126,0,1,1,3,4,4,4,4,5,4,4
5127,0,1,1,2,3,3,4,3,3,3,2
5128,0,1,2,3,4,4,4,4,4,3,2
5129,0,1,1,3,4,5,5,4,5,4,4
5130,0,1,2,2,2,3,3,3,2,1,1
5131,0,1,1,1,1,2,2,2,1,1,1
5132,0,1,1,2,3,3,3,3,3,3,3
5133,0,1,2,2,3,4,4,3,3,1,0
5134,0,1,1,2,2,2,2,2,2,2,1
5135,0,1,1,3,3,4,4,4,4,4,4
5136,0,1,1,2,3,4,4,4,4,4,4
5137,0,1,1,3,4,4,4,3,4,3,2
5138,0,1,1,2,3,4,4,4,4,4,4
5139,0,1,1,1,2,3,4,4,4,3,3
5140,0,1,2,4,4,3,4,4,3,3,3
5141,0,1,1,2,3,2,2,3,2,2,2
5142,0,1,1,3,3,4,4,4,5,4,4
5143,0,1,1,1,2,2,2,2,2,1,1
5144,0,1,1,2,3,3,3,3,4,3,3
5145,0,1,1,2,3,3,4,3,3,2,2
5146,0,1,2,2,4,4,5,5,5,4,4
5147,0,1,2,3,3,3,3,3,3,3,3
5148,0,1,1,2,3,3,3,3,3,3,2
5149,0,1,1,2,3,4,4,4,3,3,3
5150,0,1,1,2,2,3,4,3,3,3,2
5151,0,1,2,3,2,3,4,3,3,3,3
5152,0,1,1,3,3,4,4,4,4,4,4
5153,0,1,1,1,2,3,4,4,3,2,2
5154,0,1,2,2,3,3,4,4,4,4,3
5155,0,1,1,2,3,3,4,4,4,3,3
5156,0,1,2,3,4,4,5,5,5,5,4
5157,0,1,1,2,3,2,3,3,2,1,1
5158,0,1,2,2,3,3,4,4,4,4,4
5159,0,1,1,3,3,4,4,4,4,3,2
5160,0,1,2,3,4,4,4,4,3,3,3
5161,0,1,1,3,4,4,4,4,3,2,2
5162,0,1,1,2,3,3,3,3,3,3,3
5163,0,1,1,1,2,4,4,4,4,3,3
5164,0,1,1,2,3,3,4,3,3,2,2
5165,0,1,1,1,2,2,3,3,3,3,2
5166,0,1,2,3,4,4,5,4,4,4,3
5167,0,1,2,3,3,3,4,3,3,3,3
5168,0,1,2,3,3,3,4,4,4,3,3
5169,0,1,2,3,4,5,5,5,5,5,4
5170,0,1,1,2,3,1,2,2,2,2,1
5171,0,1,1,2,3,2,2,1,1,1,1
5172,0,1,2,3,4,3,3,2,2,2,1
5173,0,1,1,2,2,2,2,2,1,1,1
5174,0,1,1,2,3,3,4,3,3,3,2
5175,0,1,1,2,4,4,5,5,5,4,4
5176,0,1,2,3,3,4,5,4,4,4,5
5177,0,1,1,2,2,4,4,4,3,3,2
5178,0,1,1,3,3,4,4,4,4,4,4
5179,0,1,1,1,1,1,2,2,2,1,1
5180,0,1,0,1,2,3,4,4,4,4,3
5181,0,1,1,1,2,3,3,3,4,3,3
5182,0,1,2,3,4,4,4,4,4,4,4
5183,0,1,1,1,2,2,1,1,2,1,1
5184,0,1,1,3,3,4,5,4,4,4,4
5185,0,1,1,1,1,2,2,1,2,2,2
5186,0,1,1,2,2,3,4,4,4,4,3
5187,0,1,3,3,4,4,4,4,4,4,4
5188,0,1,2,4,4,4,4,5,4,4,4
5189,0,1,1,2,1,2,3,2,1,1,0
5190,0,1,1,2,2,3,3,2,3,2,2
5191,0,1,2,3,4,4,4,4,4,3,3
5192,0,1,1,2,3,4,3,3,3,2,2
5193,0,1,1,2,3,3,4,3,3,2,2
5194,0,1,2,3,4,4,4,4,4,3,2
5195,0,1,1,1,2,2,3,3,3,3,3
5196,0,1,1,2,2,3,3,3,2,0,0
5197,0,1,2,3,3,3,4,3,3,3,2
5198,0,1,1,2,3,4,4,4,4,4,3
5199,0,1,1,1,1,1,2,2,3,2,2
5200,0,1,1,2,3,4,3,3,2,2,2
5201,0,1,1,2,3,4,4,4,4,4,4
5202,0,1,1,1,2,3,3,3,2,1,1
5203,0,1,1,2,3,2,2,3,2,1,1
5204,0,1,1,2,3,3,4,4,4,4,3
5205,0,1,2,2,3,4,5,4,5,4,4
5206,0,1,2,3,3,4,4,4,4,3,2
5207,0,1,1,2,3,4,4,5,4,4,4
5208,0,1,1,2,1,2,4,3,2,3,1
5209,0,1,1,2,1,2,3,3,3,3,3
5210,0,1,0,1,2,3,4,4,4,4,4
5211,0,1,1,2,3,2,2,2,2,1,1
5212,0,1,1,2,2,3,3,3,3,2,1
5213,0,1,1,1,2,2,2,2,2,1,1
5214,0,1,2,3,4,4,4,4,3,3,3
5215,0,1,2,3,4,4,4,4,4,4,4
5216,0,1,1,2,3,4,4,4,4,3,4
5217,0,1,1,1,1,1,2,2,1,1,1
5218,0,1,1,1,1,2,3,4,3,3,2
5219,0,1,2,3,3,3,4,4,3,3,1
5220,0,1,0,1,2,1,1,1,2,1,1
5221,0,1,1,1,2,3,3,3,3,3,3
5222,0,1,1,2,3,3,3,3,4,3,3
5223,0,1,1,3,3,4,4,4,3,3,2
5224,0,1,2,2,3,4,4,4,3,2,2
5225,0,1,2,3,4,4,4,4,3,4,3
5226,0,1,1,2,3,3,3,3,2,2,2
5227,0,1,2,3,4,4,5,5,5,5,4
5228,0,1,1,1,2,2,2,2,2,2,2
5229,0,1,2,2,3,4,4,3,3,3,2
5230,0,1,1,2,3,3,4,4,3,3,3
5231,0,1,1,1,1,3,3,3,3,1,1
5232,0,1,2,2,3,3,4,3,3,3,3
5233,0,1,1,3,3,3,3,3,4,3,2
5234,0,1,2,3,3,3,4,4,4,4,4
5235,0,1,1,2,3,4,4,4,4,4,4
5236,0,1,1,2,2,3,4,3,3,3,3
5237,0,1,1,2,3,3,4,4,3,3,3
5238,0,1,1,2,2,2,2,2,1,2,1
5239,0,1,1,3,4,4,4,4,4,4,4
5240,0,1,1,3,3,3,4,4,4,4,3
5241,0,1,1,3,3,4,4,4,4,3,3
5242,0,1,1,1,3,4,5,4,4,4,3
5243,0,1,1,2,3,2,3,2,2,1,0
5244,0,1,1,2,3,4,4,4,4,3,3
5245,0,1,1,1,3,4,4,5,4,4,4
5246,0,1,2,3,3,4,4,4,4,4,3
5247,0,1,1,1,1,1,2,2,2,1,1
5248,0,1,1,2,2,2,2,1,1,1,1
5249,0,1,1,3,4,4,4,4,4,4,4
5250,0,1,3,4,4,4,5,4,4,4,4
5251,0,1,2,3,4,4,4,4,3,3,3
5252,0,1,1,3,3,3,4,4,3,3,2
5253,0,1,1,2,3,3,4,4,4,4,3
5254,0,1,1,2,3,3,3,3,3,3,2
5255,0,1,1,2,3,4,4,4,4,3,2
5256,0,1,2,2,3,4,4,3,3,3,3
5257,0,1,1,1,2,3,4,4,3,2,2
5258,0,1,1,2,3,4,5,4,3,2,1
5259,0,1,1,2,3,3,3,4,3,3,2
5260,0,1,2,3,3,3,4,3,3,3,2
5261,0,1,1,1,2,4,4,4,4,3,3
5262,0,1,1,2,2,2,3,2,1,1,1
5263,0,1,1,2,3,4,4,4,3,3,3
5264,0,1,1,2,2,3,4,4,4,4,4
5265,0,1,1,3,3,4,4,4,4,4,3
5266,0,1,1,2,3,4,4,4,4,3,3
5267,0,1,2,4,4,5,5,5,5,5,5
5268,0,1,1,2,3,3,4,3,3,3,2
5269,0,1,1,2,2,3,4,4,4,3,3
5270,0,1,1,2,3,3,4,4,4,3,3
5271,0,1,1,2,3,3,4,4,4,4,4
5272,0,1,1,1,2,2,2,2,1,0,0
5273,0,1,2,2,3,4,4,4,4,3,2
5274,0,1,2,4,4,4,5,4,4,4,2
5275,0,1,2,3,3,4,5,4,4,3,3
5276,0,1,1,2,3,3,4,4,4,4,4
5277,0,1,1,3,3,3,4,4,4,3,3
5278,0,1,3,4,4,5,5,5,5,5,5
5279,0,1,1,1,2,2,3,3,3,3,3
5280,0,1,1,2,2,1,2,1,1,0,0
5281,0,1,1,3,3,4,4,4,4,4,3
5282,0,1,1,2,3,3,3,4,3,3,2
5283,0,1,1,3,4,4,5,5,5,5,4
5284,0,1,2,4,4,5,5,5,5,5,4
5285,0,1,1,2,2,2,3,2,2,2,1
5286,0,1,1,2,3,2,3,2,3,2,2
5287,0,1,1,2,2,3,4,4,3,3,3
5288,0,1,2,3,4,5,5,5,4,4,3
5289,0,1,1,2,3,4,4,4,4,3,3
5290,0,1,1,1,1,2,3,3,2,3,1
5291,0,1,1,3,3,4,4,4,4,4,3
5292,0,1,1,1,3,4,4,4,5,4,4
5293,0,1,1,1,2,3,3,3,3,3,3
5294,0,1,2,3,3,4,4,4,3,4,3
5295,0,1,2,3,3,4,4,4,4,4,4
5296,0,1,1,2,3,4,4,4,3,3,3
5297,0,1,1,1,2,2,4,3,4,3,3
5298,0,1,1,2,3,4,4,4,4,4,4
5299,0,1,1,3,3,4,4,5,4,4,4
5300,0,1,1,3,3,2,3,3,3,2,2
5301,0,1,1,1,2,2,1,2,1,1,1
5302,0,1,1,1,2,3,4,4,4,4,4
5303,0,1,1,3,4,4,5,4,5,4,4
5304,0,1,1,2,3,3,4,4,3,3,2
5305,0,1,2,3,3,2,2,2,2,1,1
5306,0,1,1,2,3,3,3,3,2,2,2
5307,0,1,1,2,3,4,4,4,4,4,4
5308,0,1,1,1,1,2,2,2,2,2,1
5309,0,1,1,1,2,3,3,2,2,2,1
5310,0,1,1,2,4,4,4,4,4,4,4
5311,0,1,1,3,2,3,4,4,4,4,3
5312,0,1,1,1,3,3,3,4,4,3,4
5313,0,1,2,2,2,3,3,4,3,3,2
5314,0,1,1,3,4,4,4,4,4,4,3
5315,0,1,1,2,3,3,3,3,3,3,2
5316,0,1,1,2,3,4,4,4,4,3,3
5317,0,1,2,3,3,4,4,3,3,3,3
5318,0,1,2,3,4,4,4,4,3,3,3
5319,0,1,2,3,3,4,4,4,3,3,2
5320,0,1,1,2,2,3,2,2,2,2,1
5321,0,1,1,1,1,1,1,2,2,2,2
5322,0,1,2,3,3,3,3,2,2,1,1
5323,0,1,1,1,1,2,3,3,3,2,1
5324,0,1,1,3,3,3,4,4,4,4,3
5325,0,1,1,2,3,3,3,3,3,4,4
5326,0,1,1,2,2,3,3,3,2,2,1
5327,0,1,2,3,4,4,5,4,4,4,3
5328,0,1,2,2,2,3,3,2,1,0,0
5329,0,1,2,2,3,4,4,4,4,4,3
5330,0,1,2,4,4,4,5,5,5,4,4
5331,0,1,1,3,4,5,5,5,5,5,4
5332,0,1,1,2,3,4,4,4,4,4,3
5333,0,1,1,1,2,2,2,2,1,1,1
5334,0,1,1,3,4,4,5,5,5,5,4
5335,0,1,1,1,2,2,3,3,3,3,2
5336,0,1,1,1,2,2,2,1,2,2,1
5337,0,1,2,3,4,4,3,3,3,3,3
5338,0,1,1,3,4,4,4,4,4,4,3
5339,0,1,2,2,3,3,4,4,4,3,3
5340,0,1,1,2,2,1,2,3,3,3,2
5341,0,1,1,1,2,1,3,4,3,3,2
5342,0,1,1,3,4,4,4,4,4,3,3
5343,0,1,1,3,3,4,4,4,4,3,3
5344,0,1,1,2,3,4,4,4,4,4,3
5345,0,1,2,3,4,4,4,4,3,3,3
5346,0,1,1,2,3,4,4,5,5,5,5
5347,0,1,1,2,2,3,3,4,3,3,2
5348,0,1,2,3,3,3,4,4,3,3,1
5349,0,1,1,1,2,3,3,3,3,2,1
5350,0,1,1,1,1,2,3,2,2,2,2
5351,0,1,2,3,3,4,4,4,4,4,4
5352,0,1,1,2,2,3,3,3,3,3,3
5353,0,1,1,2,3,2,3,3,3,2,1
5354,0,1,2,2,3,3,3,3,3,2,1
5355,0,1,1,1,1,2,3,3,3,2,2
5356,0,1,1,2,3,3,3,3,2,3,2
5357,0,1,1,2,3,4,4,4,4,4,4
5358,0,1,1,2,3,3,4,4,4,4,4
5359,0,1,2,3,3,4,4,3,3,3,3
5360,0,1,1,3,4,5,5,5,4,5,4
5361,0,1,1,2,3,4,4,4,3,3,3
5362,0,1,1,2,3,3,4,4,4,3,2
5363,0,1,2,3,3,3,3,3,2,2,2
5364,0,1,2,3,3,3,4,4,4,3,3
5365,0,1,2,2,3,4,4,4,3,3,2
5366,0,1,1,2,3,3,4,4,3,3,3
5367,0,1,1,2,3,3,4,2,2,2,2
5368,0,1,2,2,3,4,4,4,4,3,2
5369,0,1,2,3,3,4,4,4,4,3,2
5370,0,1,1,1,2,2,3,3,3,3,2
5371,0,1,2,2,2,3,3,3,2,3,2
5372,0,1,1,1,2,3,4,4,4,3,3
5373,0,1,1,1,2,3,3,2,2,2,2
5374,0,1,1,2,3,3,4,5,4,4,4
5375,0,1,1,3,3,4,4,4,4,3,3
5376,0,1,1,2,2,3,4,3,4,3,4
5377,0,1,1,1,2,3,3,3,3,3,2
5378,0,1,2,3,3,4,4,4,4,4,3
5379,0,1,2,3,3,3,4,3,3,4,3
5380,0,1,1,2,3,3,4,4,4,3,2
5381,0,1,2,4,4,4,5,5,4,3,3
5382,0,1,2,2,3,3,3,3,3,3,3
5383,0,1,0,1,1,1,2,2,1,1,1
5384,0,1,1,2,3,4,4,4,4,4,3
5385,0,1,1,2,2,3,4,4,2,2,1
5386,0,1,1,2,3,3,4,4,3,3,3
5387,0,1,2,3,4,4,4,4,4,4,4
5388,0,1,1,2,3,3,3,2,2,2,2
5389,0,1,1,3,3,3,4,4,4,4,4
5390,0,1,2,3,3,3,4,4,4,4,4
5391,0,1,1,2,3,4,4,4,4,4,3
5392,0,1,1,1,1,1,2,2,2,2,3
5393,0,1,1,2,3,4,4,4,3,3,2
5394,0,1,1,2,2,3,4,4,4,3,3
5395,0,1,3,4,4,4,4,4,5,4,4
5396,0,1,1,2,3,4,5,5,5,4,4
5397,0,1,1,1,2,4,4,4,4,4,4
5398,0,1,1,1,2,3,3,3,3,3,3
5399,0,1,2,3,4,4,4,3,4,3,1
5400,0,1,2,3,3,2,3,2,2,1,2
5401,0,1,1,3,3,4,3,3,3,3,3
5402,0,1,2,2,4,4,4,4,4,4,4
5403,0,1,2,3,4,5,5,5,5,5,5
